Compound,SMILES,InChI,logS,Temperature,logS-dataSource,HenryConstant,HenryConstant-dataSource,nIsomers
MCM:HO3CO6C8,O,InChI=1S/H2O/h1H2,,25.0,,375.6666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MXYOBPEROH,O,InChI=1S/H2O/h1H2,,25.0,,648433.3333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MXYQOH,O,InChI=1S/H2O/h1H2,,25.0,,100445000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MXYQOOH,O,InChI=1S/H2O/h1H2,,25.0,,753000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:OXYQCO,O,InChI=1S/H2O/h1H2,,25.0,,2067860000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:OXYQOH,O,InChI=1S/H2O/h1H2,,25.0,,117225333.33333331,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:OXYQOOH,O,InChI=1S/H2O/h1H2,,25.0,,1166713333.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PXYQOH,O,InChI=1S/H2O/h1H2,,25.0,,100452666.66666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PXYQOOH,O,InChI=1S/H2O/h1H2,,25.0,,774133333.3333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6EO2HCO3H,O,InChI=1S/H2O/h1H2,,25.0,,1100000010.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7MJPCO3H,O,InChI=1S/H2O/h1H2,,25.0,,966666687.3333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7MOCOCO3H,O,InChI=1S/H2O/h1H2,,25.0,,1233333366.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C8M2CO6OH,O,InChI=1S/H2O/h1H2,,25.0,,18816.666666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C917OH,O,InChI=1S/H2O/h1H2,,25.0,,1569333.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C920OOH,O,InChI=1S/H2O/h1H2,,25.0,,980000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C921OOH,O,InChI=1S/H2O/h1H2,,25.0,,1490333333.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C922OOH,O,InChI=1S/H2O/h1H2,,25.0,,122602200000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C923OH,O,InChI=1S/H2O/h1H2,,25.0,,963.3333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C924CO,O,InChI=1S/H2O/h1H2,,25.0,,52146.66666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C924OH,O,InChI=1S/H2O/h1H2,,25.0,,54900.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C924OOH,O,InChI=1S/H2O/h1H2,,25.0,,4120000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C925OOH,O,InChI=1S/H2O/h1H2,,25.0,,3050005333333.333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C927OH,O,InChI=1S/H2O/h1H2,,25.0,,4127666.6666666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C927OOH,O,InChI=1S/H2O/h1H2,,25.0,,5522000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C928OH,O,InChI=1S/H2O/h1H2,,25.0,,136866.66666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C929CO,O,InChI=1S/H2O/h1H2,,25.0,,8466783.333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C929OH,O,InChI=1S/H2O/h1H2,,25.0,,198135633.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C929OOH,O,InChI=1S/H2O/h1H2,,25.0,,1076706666.6666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C92OOH,O,InChI=1S/H2O/h1H2,,25.0,,1870666.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C93CO,O,InChI=1S/H2O/h1H2,,25.0,,2942.6666666666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C93OH,O,InChI=1S/H2O/h1H2,,25.0,,76756.66666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C93OOH,O,InChI=1S/H2O/h1H2,,25.0,,2379333.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C94OH,O,InChI=1S/H2O/h1H2,,25.0,,9520.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C96OH,O,InChI=1S/H2O/h1H2,,25.0,,6156.666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C97OH,O,InChI=1S/H2O/h1H2,,25.0,,431333.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C97OOH,O,InChI=1S/H2O/h1H2,,25.0,,3463333.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C98OH,O,InChI=1S/H2O/h1H2,,25.0,,64347333.333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C98OOH,O,InChI=1S/H2O/h1H2,,25.0,,977703333.3333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C9DCOH,O,InChI=1S/H2O/h1H2,,25.0,,8100000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO4CO7C9,O,InChI=1S/H2O/h1H2,,25.0,,321.3333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IPBZOBPROH,O,InChI=1S/H2O/h1H2,,25.0,,878903.3333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IPRBQCO,O,InChI=1S/H2O/h1H2,,25.0,,868073333.3333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IPRBQOH,O,InChI=1S/H2O/h1H2,,25.0,,57292000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IPRBQOOH,O,InChI=1S/H2O/h1H2,,25.0,,1196706666.6666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:LMKAOH,O,InChI=1S/H2O/h1H2,,25.0,,2533333.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:LMKAOOH,O,InChI=1S/H2O/h1H2,,25.0,,15200000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:LMKBCO,O,InChI=1S/H2O/h1H2,,25.0,,134666.66666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:LMKBOOH,O,InChI=1S/H2O/h1H2,,25.0,,16633333.333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:METLOBPROH,O,InChI=1S/H2O/h1H2,,25.0,,583393.3333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:METLQOH,O,InChI=1S/H2O/h1H2,,25.0,,67040333.333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:METLQOOH,O,InChI=1S/H2O/h1H2,,25.0,,610018666.6666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NOPINAOH,O,InChI=1S/H2O/h1H2,,25.0,,21846.666666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NOPINBOH,O,InChI=1S/H2O/h1H2,,25.0,,19846.666666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NOPINCOH,O,InChI=1S/H2O/h1H2,,25.0,,13870.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NOPINDOH,O,InChI=1S/H2O/h1H2,,25.0,,281.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:OETLQCO,O,InChI=1S/H2O/h1H2,,25.0,,1567700000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:OETLQOH,O,InChI=1S/H2O/h1H2,,25.0,,67119666.66666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:OETLQOOH,O,InChI=1S/H2O/h1H2,,25.0,,900070000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PBZOBPEROH,O,InChI=1S/H2O/h1H2,,25.0,,719850.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PETLQOH,O,InChI=1S/H2O/h1H2,,25.0,,73703666.66666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PETLQOOH,O,InChI=1S/H2O/h1H2,,25.0,,633400000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TM123OBPOH,O,InChI=1S/H2O/h1H2,,25.0,,334890.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TM124QOH,O,InChI=1S/H2O/h1H2,,25.0,,56972000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TM124QOOH,O,InChI=1S/H2O/h1H2,,25.0,,530666666.6666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TM135OBPOH,O,InChI=1S/H2O/h1H2,,25.0,,414063.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:APINBCO,O,InChI=1S/H2O/h1H2,,25.0,,191.66666666666663,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1011OH,O,InChI=1S/H2O/h1H2,,25.0,,780.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C102OOH,O,InChI=1S/H2O/h1H2,,25.0,,1723666.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C103CO,O,InChI=1S/H2O/h1H2,,25.0,,2475.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C103OH,O,InChI=1S/H2O/h1H2,,25.0,,68083.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C103OOH,O,InChI=1S/H2O/h1H2,,25.0,,1937333.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C104OH,O,InChI=1S/H2O/h1H2,,25.0,,7136.666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C920CO3H,O,InChI=1S/H2O/h1H2,,25.0,,2507000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C9M2CO6OH,O,InChI=1S/H2O/h1H2,,25.0,,10126.666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:DMEOBPROH,O,InChI=1S/H2O/h1H2,,25.0,,336643.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO5CO8C10,O,InChI=1S/H2O/h1H2,,25.0,,291.3333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:LIMBCO,O,InChI=1S/H2O/h1H2,,25.0,,174.66666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C112OOH,O,InChI=1S/H2O/h1H2,,25.0,,1348466.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C113CO,O,InChI=1S/H2O/h1H2,,25.0,,2041.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C113OH,O,InChI=1S/H2O/h1H2,,25.0,,56120.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C113OOH,O,InChI=1S/H2O/h1H2,,25.0,,1733616.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C114OH,O,InChI=1S/H2O/h1H2,,25.0,,5323.333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:DETLOBPROH,O,InChI=1S/H2O/h1H2,,25.0,,272363.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO6CO9C11,O,InChI=1S/H2O/h1H2,,25.0,,251.3333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C122OOH,O,InChI=1S/H2O/h1H2,,25.0,,1146433.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C123CO,O,InChI=1S/H2O/h1H2,,25.0,,1807.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C123OH,O,InChI=1S/H2O/h1H2,,25.0,,48056.66666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C123OOH,O,InChI=1S/H2O/h1H2,,25.0,,1431666.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C124OH,O,InChI=1S/H2O/h1H2,,25.0,,4850.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO7CO10C12,O,InChI=1S/H2O/h1H2,,25.0,,196.66666666666663,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C131OH,O,InChI=1S/H2O/h1H2,,25.0,,127000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C132OH,O,InChI=1S/H2O/h1H2,,25.0,,138700000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C132OOH,O,InChI=1S/H2O/h1H2,,25.0,,1023700000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C133CO,O,InChI=1S/H2O/h1H2,,25.0,,3901566666.6666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C133OH,O,InChI=1S/H2O/h1H2,,25.0,,30666696333.33333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C133OOH,O,InChI=1S/H2O/h1H2,,25.0,,295666836666.6667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C134CO,O,InChI=1S/H2O/h1H2,,25.0,,1643334033333.3333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C134OH,O,InChI=1S/H2O/h1H2,,25.0,,4000002900000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C134OOH,O,InChI=1S/H2O/h1H2,,25.0,,227233410000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C135OOH,O,InChI=1S/H2O/h1H2,,25.0,,1.6668866666986666e+17,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BCKAOH,O,InChI=1S/H2O/h1H2,,25.0,,5366666.666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BCKAOOH,O,InChI=1S/H2O/h1H2,,25.0,,32000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BCKBCO,O,InChI=1S/H2O/h1H2,,25.0,,264100.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BCKBOOH,O,InChI=1S/H2O/h1H2,,25.0,,17866666.666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C141OH,O,InChI=1S/H2O/h1H2,,25.0,,1073.3333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C142OH,O,InChI=1S/H2O/h1H2,,25.0,,2990000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C142OOH,O,InChI=1S/H2O/h1H2,,25.0,,9100000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C143CO,O,InChI=1S/H2O/h1H2,,25.0,,178466666.66666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C143OH,O,InChI=1S/H2O/h1H2,,25.0,,1704666666.6666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C143OOH,O,InChI=1S/H2O/h1H2,,25.0,,1967000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C145OH,O,InChI=1S/H2O/h1H2,,25.0,,10667166666666.666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C145OOH,O,InChI=1S/H2O/h1H2,,25.0,,516339333333333.3,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BCBCO,O,InChI=1S/H2O/h1H2,,25.0,,249.66666666666663,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PHCOMEOH,O,InChI=1S/H2O/h1H2,,25.0,,520.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MPHCOMEOH,O,InChI=1S/H2O/h1H2,,25.0,,507.3333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PHCOETOH,O,InChI=1S/H2O/h1H2,,25.0,,363.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:DMPHCOMOH,O,InChI=1S/H2O/h1H2,,25.0,,326.6666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:EMPHCOMOH,O,InChI=1S/H2O/h1H2,,25.0,,206.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ALCOCH2OOH,O,InChI=1S/H2O/h1H2,,25.0,,1369210.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C33CO,O,InChI=1S/H2O/h1H2,,25.0,,16933.347666666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C312COCO3H,O,InChI=1S/H2O/h1H2,,25.0,,15773360.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C413COOOH,O,InChI=1S/H2O/h1H2,,25.0,,1211820.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4CO2OOH,O,InChI=1S/H2O/h1H2,,25.0,,1208675.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4CODIAL,O,InChI=1S/H2O/h1H2,,25.0,,16000.833333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO23C3CHO,O,InChI=1S/H2O/h1H2,,25.0,,12100.056666666664,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2C3CHO,O,InChI=1S/H2O/h1H2,,25.0,,41.333333333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2C4DIAL,O,InChI=1S/H2O/h1H2,,25.0,,9500000.003333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:EGLYOX,O,InChI=1S/H2O/h1H2,,25.0,,18.341,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:VGLYOX,O,InChI=1S/H2O/h1H2,,25.0,,55.345,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4CO2DCO3H,O,InChI=1S/H2O/h1H2,,25.0,,58366669.36666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4MCO2OOH,O,InChI=1S/H2O/h1H2,,25.0,,667868.7666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C511OOH,O,InChI=1S/H2O/h1H2,,25.0,,1126600.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5124COOOH,O,InChI=1S/H2O/h1H2,,25.0,,667666703.3333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C512OOH,O,InChI=1S/H2O/h1H2,,25.0,,1244000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C515CO,O,InChI=1S/H2O/h1H2,,25.0,,8000005.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C515OOH,O,InChI=1S/H2O/h1H2,,25.0,,667833766.6666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C54CO,O,InChI=1S/H2O/h1H2,,25.0,,6860000.019333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5CO23CHO,O,InChI=1S/H2O/h1H2,,25.0,,9133.37,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5COCHOOOH,O,InChI=1S/H2O/h1H2,,25.0,,1011666.6666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5DIALCO,O,InChI=1S/H2O/h1H2,,25.0,,63000.5,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5DICARB,O,InChI=1S/H2O/h1H2,,25.0,,429.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CHOC3COOOH,O,InChI=1S/H2O/h1H2,,25.0,,12913433.333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO12C4CHO,O,InChI=1S/H2O/h1H2,,25.0,,15105.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO13C4CHO,O,InChI=1S/H2O/h1H2,,25.0,,14223.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO23C4CHO,O,InChI=1S/H2O/h1H2,,25.0,,9935.933333333332,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO24C4CHO,O,InChI=1S/H2O/h1H2,,25.0,,10103.1,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2C43CHO,O,InChI=1S/H2O/h1H2,,25.0,,21.96666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2C4CHO,O,InChI=1S/H2O/h1H2,,25.0,,158.33333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO3C4CHO,O,InChI=1S/H2O/h1H2,,25.0,,23.83333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IPRGLYOX,O,InChI=1S/H2O/h1H2,,25.0,,16.30633333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PGLYOX,O,InChI=1S/H2O/h1H2,,25.0,,14.939666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C23C54CHO,O,InChI=1S/H2O/h1H2,,25.0,,9247.6,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C3COCCHO,O,InChI=1S/H2O/h1H2,,25.0,,19.866666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C45IC5CHO,O,InChI=1S/H2O/h1H2,,25.0,,9266.681666666664,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4ECO2OOH,O,InChI=1S/H2O/h1H2,,25.0,,600601.2000000001,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C511CHO,O,InChI=1S/H2O/h1H2,,25.0,,15393.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C511CO3H,O,InChI=1S/H2O/h1H2,,25.0,,12200050.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C512CO3H,O,InChI=1S/H2O/h1H2,,25.0,,11867333.333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C515CHO,O,InChI=1S/H2O/h1H2,,25.0,,6956720.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C515CO3H,O,InChI=1S/H2O/h1H2,,25.0,,7370000766.666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5CO2DCO3H,O,InChI=1S/H2O/h1H2,,25.0,,38166666.79,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5DCO2CO3H,O,InChI=1S/H2O/h1H2,,25.0,,38066666.89333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5MDICARB,O,InChI=1S/H2O/h1H2,,25.0,,368.5333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5TRONCO3H,O,InChI=1S/H2O/h1H2,,25.0,,7348666730.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6125CO,O,InChI=1S/H2O/h1H2,,25.0,,51668.46666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6135COOOH,O,InChI=1S/H2O/h1H2,,25.0,,568273333.3333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6145COOOH,O,InChI=1S/H2O/h1H2,,25.0,,569267533.3333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C615CO2OOH,O,InChI=1S/H2O/h1H2,,25.0,,3714333.3333333335,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C615CO,O,InChI=1S/H2O/h1H2,,25.0,,7427.066666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C616OOH,O,InChI=1S/H2O/h1H2,,25.0,,805667933.3333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C617OOH,O,InChI=1S/H2O/h1H2,,25.0,,602082.6666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C618OOH,O,InChI=1S/H2O/h1H2,,25.0,,600986.6666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C620OOH,O,InChI=1S/H2O/h1H2,,25.0,,803333800.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C626OOH,O,InChI=1S/H2O/h1H2,,25.0,,1634866.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C65OOH,O,InChI=1S/H2O/h1H2,,25.0,,605513.3333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6CO134,O,InChI=1S/H2O/h1H2,,25.0,,8102.066666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6CO4DB,O,InChI=1S/H2O/h1H2,,25.0,,28433333.386666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6COALCO3H,O,InChI=1S/H2O/h1H2,,25.0,,12768833.333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6COCHOOOH,O,InChI=1S/H2O/h1H2,,25.0,,1268600.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6CODIAL,O,InChI=1S/H2O/h1H2,,25.0,,20833.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6DICARB,O,InChI=1S/H2O/h1H2,,25.0,,265.3,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO123C5CHO,O,InChI=1S/H2O/h1H2,,25.0,,7233393.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO235C5CHO,O,InChI=1S/H2O/h1H2,,25.0,,5403334.899999999,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO24M3CHO,O,InChI=1S/H2O/h1H2,,25.0,,9267.566666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2C4GLYOX,O,InChI=1S/H2O/h1H2,,25.0,,10160.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2C54CHO,O,InChI=1S/H2O/h1H2,,25.0,,91.66666666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2M33CHO,O,InChI=1S/H2O/h1H2,,25.0,,12.5,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2M3C4CHO,O,InChI=1S/H2O/h1H2,,25.0,,85.66666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO35C5CHO,O,InChI=1S/H2O/h1H2,,25.0,,8134.2,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO3C54CHO,O,InChI=1S/H2O/h1H2,,25.0,,17.933333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO3C5CHO,O,InChI=1S/H2O/h1H2,,25.0,,95.33333333333331,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO45C5CHO,O,InChI=1S/H2O/h1H2,,25.0,,7970.026999999999,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ECO4,O,InChI=1S/H2O/h1H2,,25.0,,5416666.6806666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MC5DICARB,O,InChI=1S/H2O/h1H2,,25.0,,339.3333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4DBM2CO3H,O,InChI=1S/H2O/h1H2,,25.0,,27700000.266666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C617CHO,O,InChI=1S/H2O/h1H2,,25.0,,6177.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C617CO3H,O,InChI=1S/H2O/h1H2,,25.0,,6706853.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C618CO3H,O,InChI=1S/H2O/h1H2,,25.0,,6700466.666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C626CHO,O,InChI=1S/H2O/h1H2,,25.0,,27500.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C626CO3H,O,InChI=1S/H2O/h1H2,,25.0,,11636000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6M5CO2OOH,O,InChI=1S/H2O/h1H2,,25.0,,2009666.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C715CO2OOH,O,InChI=1S/H2O/h1H2,,25.0,,3356000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C716OOH,O,InChI=1S/H2O/h1H2,,25.0,,536108333.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C717OOH,O,InChI=1S/H2O/h1H2,,25.0,,549689333.3333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C718OOH,O,InChI=1S/H2O/h1H2,,25.0,,567033.3333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C731OOH,O,InChI=1S/H2O/h1H2,,25.0,,2134933.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
