Compound,SMILES,InChI,logS,Temperature,logS-dataSource,HenryConstant,HenryConstant-dataSource,nIsomers
MCM:C118CO,O,InChI=1S/H2O/h1H2,,25.0,,4520210000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C118OH,O,InChI=1S/H2O/h1H2,,25.0,,32666763333.33333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C118OOH,O,InChI=1S/H2O/h1H2,,25.0,,543333380000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1210OH,O,InChI=1S/H2O/h1H2,,25.0,,892533.3333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1214OH,O,InChI=1S/H2O/h1H2,,25.0,,159200700.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1214OOH,O,InChI=1S/H2O/h1H2,,25.0,,1526694333.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1215CO,O,InChI=1S/H2O/h1H2,,25.0,,4400933333.333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1215OH,O,InChI=1S/H2O/h1H2,,25.0,,52667733333.333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1215OOH,O,InChI=1S/H2O/h1H2,,25.0,,448683666666.6667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C128CO,O,InChI=1S/H2O/h1H2,,25.0,,38688666.66666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C128OH,O,InChI=1S/H2O/h1H2,,25.0,,983376666.6666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C128OOH,O,InChI=1S/H2O/h1H2,,25.0,,2434433333.333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C129OH,O,InChI=1S/H2O/h1H2,,25.0,,14039333.333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1312CO,O,InChI=1S/H2O/h1H2,,25.0,,29553333.33333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1312OH,O,InChI=1S/H2O/h1H2,,25.0,,614266666.6666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1312OOH,O,InChI=1S/H2O/h1H2,,25.0,,1417966666.6666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BCLKAOH,O,InChI=1S/H2O/h1H2,,25.0,,14719333.333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BCLKBOH,O,InChI=1S/H2O/h1H2,,25.0,,10880000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BCLKCOH,O,InChI=1S/H2O/h1H2,,25.0,,13166666.666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C144OOH,O,InChI=1S/H2O/h1H2,,25.0,,1608600000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C146OH,O,InChI=1S/H2O/h1H2,,25.0,,11433333.333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BCALAOH,O,InChI=1S/H2O/h1H2,,25.0,,15200.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BCALBOH,O,InChI=1S/H2O/h1H2,,25.0,,28433.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BCALCOH,O,InChI=1S/H2O/h1H2,,25.0,,17100.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BCALOH,O,InChI=1S/H2O/h1H2,,25.0,,154846666.66666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BCALOOH,O,InChI=1S/H2O/h1H2,,25.0,,1368666666.6666667,https://doi.org/10.5194/acp-23-10901-2023,1
methacrylic acid epoxide,O,InChI=1S/H2O/h1H2,,25.0,,1200.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:M2C43CO2H,O,InChI=1S/H2O/h1H2,,25.0,,13.666666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:M33C3CO2H,O,InChI=1S/H2O/h1H2,,25.0,,10.5,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C721OOH,O,InChI=1S/H2O/h1H2,,25.0,,1540000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C721CO3H,O,InChI=1S/H2O/h1H2,,25.0,,6503333.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C811OOH,O,InChI=1S/H2O/h1H2,,25.0,,2260000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C823OOH,O,InChI=1S/H2O/h1H2,,25.0,,1299666.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NORPINIC,O,InChI=1S/H2O/h1H2,,25.0,,9333333.333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C811CO3H,O,InChI=1S/H2O/h1H2,,25.0,,4909666.666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C823CO3H,O,InChI=1S/H2O/h1H2,,25.0,,3877333.3333333335,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:LIMONIC,O,InChI=1S/H2O/h1H2,,25.0,,28400000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C137OOH,O,InChI=1S/H2O/h1H2,,25.0,,1660000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C137CO2H,O,InChI=1S/H2O/h1H2,,25.0,,113733333.33333331,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C137CO3H,O,InChI=1S/H2O/h1H2,,25.0,,4126666.6666666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TM123BCO2H,O,InChI=1S/H2O/h1H2,,25.0,,160.33333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TM124BCO2H,O,InChI=1S/H2O/h1H2,,25.0,,376.6666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TMBCO2H,O,InChI=1S/H2O/h1H2,,25.0,,260.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C2OHOCO2H,O,InChI=1S/H2O/h1H2,,25.0,,8066666.666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HOC2H4CO2H,O,InChI=1S/H2O/h1H2,,25.0,,72666.66666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HC3CO2H,O,InChI=1S/H2O/h1H2,,25.0,,720000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HMACO2H,O,InChI=1S/H2O/h1H2,,25.0,,32943.333333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO2C3CO2H,O,InChI=1S/H2O/h1H2,,25.0,,55000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HOC3H6CO2H,O,InChI=1S/H2O/h1H2,,25.0,,388666.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HOIPRCO2H,O,InChI=1S/H2O/h1H2,,25.0,,48000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IPRHOCO2H,O,InChI=1S/H2O/h1H2,,25.0,,9753.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C46CO2H,O,InChI=1S/H2O/h1H2,,25.0,,83000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HC4ACO2H,O,InChI=1S/H2O/h1H2,,25.0,,299666.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HC4CCO2H,O,InChI=1S/H2O/h1H2,,25.0,,306333.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HM22CO2H,O,InChI=1S/H2O/h1H2,,25.0,,18666.666666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO2C43CO2H,O,InChI=1S/H2O/h1H2,,25.0,,25333.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO2C4CO2H,O,InChI=1S/H2O/h1H2,,25.0,,304333.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HOBUT2CO2H,O,InChI=1S/H2O/h1H2,,25.0,,256000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C518CO2H,O,InChI=1S/H2O/h1H2,,25.0,,31333.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H2M2C4CO2H,O,InChI=1S/H2O/h1H2,,25.0,,121333.33333333331,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H2M3C4CO2H,O,InChI=1S/H2O/h1H2,,25.0,,97000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HM22C3CO2H,O,InChI=1S/H2O/h1H2,,25.0,,65666.66666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HM2C43CO2H,O,InChI=1S/H2O/h1H2,,25.0,,30666.666666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HM33C3CO2H,O,InChI=1S/H2O/h1H2,,25.0,,230333.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO2C54CO2H,O,InChI=1S/H2O/h1H2,,25.0,,222666.66666666663,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO3C5CO2H,O,InChI=1S/H2O/h1H2,,25.0,,225666.66666666663,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C622CO2H,O,InChI=1S/H2O/h1H2,,25.0,,117666.66666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C624CO2H,O,InChI=1S/H2O/h1H2,,25.0,,165333.33333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H3M3C5CO2H,O,InChI=1S/H2O/h1H2,,25.0,,102666.66666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C811OH,O,InChI=1S/H2O/h1H2,,25.0,,905333.3333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C812OH,O,InChI=1S/H2O/h1H2,,25.0,,101800000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C812OOH,O,InChI=1S/H2O/h1H2,,25.0,,813333333.3333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C823OH,O,InChI=1S/H2O/h1H2,,25.0,,708666.6666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C825OH,O,InChI=1S/H2O/h1H2,,25.0,,16133333.333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C825OOH,O,InChI=1S/H2O/h1H2,,25.0,,1199333333.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C137OH,O,InChI=1S/H2O/h1H2,,25.0,,647000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C139OH,O,InChI=1S/H2O/h1H2,,25.0,,2600000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C139OOH,O,InChI=1S/H2O/h1H2,,25.0,,6593333333.333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C44OOH,O,InChI=1S/H2O/h1H2,,25.0,,257063333.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MALDALCO2H,O,InChI=1S/H2O/h1H2,,25.0,,15300.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PRPAL2CO2H,O,InChI=1S/H2O/h1H2,,25.0,,5600.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C3MCOCO2H,O,InChI=1S/H2O/h1H2,,25.0,,11126.666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO1M22CO2H,O,InChI=1S/H2O/h1H2,,25.0,,2450.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MC3ODBCO2H,O,InChI=1S/H2O/h1H2,,25.0,,11900.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C3EODBCO2H,O,InChI=1S/H2O/h1H2,,25.0,,9586.666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C3M2COCO2H,O,InChI=1S/H2O/h1H2,,25.0,,10300.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C522CO2H,O,InChI=1S/H2O/h1H2,,25.0,,15100.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:RGDCO2H,O,InChI=1S/H2O/h1H2,,25.0,,10500.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C615CO2H,O,InChI=1S/H2O/h1H2,,25.0,,1388666.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C722OOH,O,InChI=1S/H2O/h1H2,,25.0,,105600000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IP3ODBCO2H,O,InChI=1S/H2O/h1H2,,25.0,,8200.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PC3ODBCO2H,O,InChI=1S/H2O/h1H2,,25.0,,8200.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C721CHO,O,InChI=1S/H2O/h1H2,,25.0,,107000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C729CO2H,O,InChI=1S/H2O/h1H2,,25.0,,45666.66666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C823CO,O,InChI=1S/H2O/h1H2,,25.0,,79033.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C822CO2H,O,InChI=1S/H2O/h1H2,,25.0,,43833.333333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C830CO2H,O,InChI=1S/H2O/h1H2,,25.0,,74033.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C89CO2H,O,InChI=1S/H2O/h1H2,,25.0,,94366.66666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C126CO2H,O,InChI=1S/H2O/h1H2,,25.0,,170000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C137CO,O,InChI=1S/H2O/h1H2,,25.0,,102666.66666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C136CO2H,O,InChI=1S/H2O/h1H2,,25.0,,55566.66666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:COHM2CO2H,O,InChI=1S/H2O/h1H2,,25.0,,303400.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1H4C5CO2H,O,InChI=1S/H2O/h1H2,,25.0,,18400000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ECOCO2H,O,InChI=1S/H2O/h1H2,,25.0,,2448.9333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C41CO2H,O,InChI=1S/H2O/h1H2,,25.0,,4700.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5CO14OH,O,InChI=1S/H2O/h1H2,,25.0,,17666.666666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2C4CO2H,O,InChI=1S/H2O/h1H2,,25.0,,180533.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO3C4CO2H,O,InChI=1S/H2O/h1H2,,25.0,,8666.666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IPGLYOXOH,O,InChI=1S/H2O/h1H2,,25.0,,2174.133333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PGLYOXOH,O,InChI=1S/H2O/h1H2,,25.0,,1875.3,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C51CO2H,O,InChI=1S/H2O/h1H2,,25.0,,61433.333333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5CODBCO2H,O,InChI=1S/H2O/h1H2,,25.0,,11366.666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C5DBCOCO2H,O,InChI=1S/H2O/h1H2,,25.0,,10800.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6DCRBBOH,O,InChI=1S/H2O/h1H2,,25.0,,12866.666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2C54CO2H,O,InChI=1S/H2O/h1H2,,25.0,,41433.333333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO2M33CO2H,O,InChI=1S/H2O/h1H2,,25.0,,1883.3333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO3C5CO2H,O,InChI=1S/H2O/h1H2,,25.0,,101166.66666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C732OOH,O,InChI=1S/H2O/h1H2,,25.0,,707333333.3333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7ADCCO2H,O,InChI=1S/H2O/h1H2,,25.0,,9833.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7CDCCO2H,O,InChI=1S/H2O/h1H2,,25.0,,10933.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7DCCO2H,O,InChI=1S/H2O/h1H2,,25.0,,9833.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C7DDCCO2H,O,InChI=1S/H2O/h1H2,,25.0,,8000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO25C6CO2H,O,InChI=1S/H2O/h1H2,,25.0,,8800000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IC7DCCO2H,O,InChI=1S/H2O/h1H2,,25.0,,9700.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C732CO3H,O,InChI=1S/H2O/h1H2,,25.0,,1934233333.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:KLIMONIC,O,InChI=1S/H2O/h1H2,,25.0,,11850000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C827CO2H,O,InChI=1S/H2O/h1H2,,25.0,,1063333.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C88CO2H,O,InChI=1S/H2O/h1H2,,25.0,,24566666.666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:KLIMONONIC,O,InChI=1S/H2O/h1H2,,25.0,,21500000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C928CO2H,O,InChI=1S/H2O/h1H2,,25.0,,19500000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:LIMONONIC,O,InChI=1S/H2O/h1H2,,25.0,,101600.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1011CO2H,O,InChI=1S/H2O/h1H2,,25.0,,131633.33333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1211OOH,O,InChI=1S/H2O/h1H2,,25.0,,686033333.3333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1211CO2H,O,InChI=1S/H2O/h1H2,,25.0,,31250000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1211CO3H,O,InChI=1S/H2O/h1H2,,25.0,,2727000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C131CO2H,O,InChI=1S/H2O/h1H2,,25.0,,67066666.66666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C147CO,O,InChI=1S/H2O/h1H2,,25.0,,573416666.6666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C147OOH,O,InChI=1S/H2O/h1H2,,25.0,,57100000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C141CO2H,O,InChI=1S/H2O/h1H2,,25.0,,84800.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HOCH2COCO2H,O,InChI=1S/H2O/h1H2,,25.0,,368376.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H3C2C4CO2H,O,InChI=1S/H2O/h1H2,,25.0,,1043333.3333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HMVKBCO2H,O,InChI=1S/H2O/h1H2,,25.0,,6566666.666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C517CO2H,O,InChI=1S/H2O/h1H2,,25.0,,9666666.666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C519CO2H,O,InChI=1S/H2O/h1H2,,25.0,,7200000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C732OH,O,InChI=1S/H2O/h1H2,,25.0,,161733333.33333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C734CO,O,InChI=1S/H2O/h1H2,,25.0,,2699333333.333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C734OH,O,InChI=1S/H2O/h1H2,,25.0,,29634800000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C734OOH,O,InChI=1S/H2O/h1H2,,25.0,,433376666666.6667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H3C25CCO2H,O,InChI=1S/H2O/h1H2,,25.0,,1512333333.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C813OH,O,InChI=1S/H2O/h1H2,,25.0,,7223333333.333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C813OOH,O,InChI=1S/H2O/h1H2,,25.0,,206737666666.66663,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C825CO,O,InChI=1S/H2O/h1H2,,25.0,,7436333.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HOPINONIC,O,InChI=1S/H2O/h1H2,,25.0,,23630000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1211OH,O,InChI=1S/H2O/h1H2,,25.0,,103000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1212OH,O,InChI=1S/H2O/h1H2,,25.0,,157096333333.33334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1212OOH,O,InChI=1S/H2O/h1H2,,25.0,,282666666666.6667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1213CO,O,InChI=1S/H2O/h1H2,,25.0,,1600700000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1213OH,O,InChI=1S/H2O/h1H2,,25.0,,2693376666666.6665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1213OOH,O,InChI=1S/H2O/h1H2,,25.0,,67666796666666.66,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1310CO,O,InChI=1S/H2O/h1H2,,25.0,,132300000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1310OH,O,InChI=1S/H2O/h1H2,,25.0,,40566666666.66666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1310OOH,O,InChI=1S/H2O/h1H2,,25.0,,546686333333.3333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C147OH,O,InChI=1S/H2O/h1H2,,25.0,,322666666.6666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C151OH,O,InChI=1S/H2O/h1H2,,25.0,,11333333333.333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C151OOH,O,InChI=1S/H2O/h1H2,,25.0,,229333333333.3333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CO13C3CO2H,O,InChI=1S/H2O/h1H2,,25.0,,2072000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C512CO2H,O,InChI=1S/H2O/h1H2,,25.0,,22800000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6COALCO2H,O,InChI=1S/H2O/h1H2,,25.0,,9466666.666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C617CO2H,O,InChI=1S/H2O/h1H2,,25.0,,1194666.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C618CO2H,O,InChI=1S/H2O/h1H2,,25.0,,962666.6666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C626CO2H,O,InChI=1S/H2O/h1H2,,25.0,,29366666.666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C732CO,O,InChI=1S/H2O/h1H2,,25.0,,17966666.666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C718CO2H,O,InChI=1S/H2O/h1H2,,25.0,,6033333.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C731CO2H,O,InChI=1S/H2O/h1H2,,25.0,,69100000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C87CO2H,O,InChI=1S/H2O/h1H2,,25.0,,687233333.3333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C116CO2H,O,InChI=1S/H2O/h1H2,,25.0,,61800000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1211CO,O,InChI=1S/H2O/h1H2,,25.0,,18266666.666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C1210CO2H,O,InChI=1S/H2O/h1H2,,25.0,,94676666.66666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CHOOCH2OOH,O,InChI=1S/H2O/h1H2,,25.0,,1534.3333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CHOOCHO,O,InChI=1S/H2O/h1H2,,25.0,,9.47,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CHOOMCO3H,O,InChI=1S/H2O/h1H2,,25.0,,16012.666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ETHFORMOOH,O,InChI=1S/H2O/h1H2,,25.0,,1305.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MECOFOROOH,O,InChI=1S/H2O/h1H2,,25.0,,65400.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:METACETHO,O,InChI=1S/H2O/h1H2,,25.0,,15.446666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:METACETO2H,O,InChI=1S/H2O/h1H2,,25.0,,1348.3333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MMCF,O,InChI=1S/H2O/h1H2,,25.0,,31.766666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MMCFOOH,O,InChI=1S/H2O/h1H2,,25.0,,596803.3333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MOCOCH2OOH,O,InChI=1S/H2O/h1H2,,25.0,,967.6666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ACEC2H4OOH,O,InChI=1S/H2O/h1H2,,25.0,,1373.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ACETMECO3H,O,InChI=1S/H2O/h1H2,,25.0,,11859.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:COO2C3CO3H,O,InChI=1S/H2O/h1H2,,25.0,,11640.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:COO2C4OOH,O,InChI=1S/H2O/h1H2,,25.0,,1380.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:EOCOCH2OOH,O,InChI=1S/H2O/h1H2,,25.0,,747.6666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ETHACETOOH,O,InChI=1S/H2O/h1H2,,25.0,,899.3333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IPRFORMOOH,O,InChI=1S/H2O/h1H2,,25.0,,684.2333333333332,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MECOACEOOH,O,InChI=1S/H2O/h1H2,,25.0,,58843.333333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ACCOETOOH,O,InChI=1S/H2O/h1H2,,25.0,,225033.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ACCOMECO3H,O,InChI=1S/H2O/h1H2,,25.0,,717100.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ACETC2CO3H,O,InChI=1S/H2O/h1H2,,25.0,,9416.666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ACETCOC2H5,O,InChI=1S/H2O/h1H2,,25.0,,9.533333333333331,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BUFORMOOH,O,InChI=1S/H2O/h1H2,,25.0,,903.6666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:COO2C4CO3H,O,InChI=1S/H2O/h1H2,,25.0,,9220.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IPRACBCO3H,O,InChI=1S/H2O/h1H2,,25.0,,9565.533333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IPRACBOOH,O,InChI=1S/H2O/h1H2,,25.0,,878.4333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
